Tweet,Label
"Suka emosi sendiri sama orang yg ngmong

- #BesokSenin 
- Bisa ga hari senin dihapus
- senin hari horror
- #BesokSenin bgun pagi,buat kerja la, sekolah la, upacara la

ANDA SEMUA LEBAY TOD!,, tai ajg lah",-1
Besok senin dan aku ingin melihat mu dari jauh mengingat mu tentang bagaimana kamu yang dulu karna waktu ku untuk sekolah tinggal beberapa bulan setelah itu mungkin aku tidak akan bertemu denganmu pak satpam. #BesokSenin,1
Malem Senen Jan lupa gosok:p #malamsenin #sekolah #BesokSenin https://t.co/BNrHymxEJ7,1
#BesokSenin ? Mending gua rebahan lah edan Poo sekolah https://t.co/aHx4D67I78,1
"Sebuah perbedaan : yang masih sekolah males upacara bendera, yang udah lulus kangen upacara bendera... #BesokSenin",-1
"Huft, #BesokSenin dan masuk sekolah. Entah kenapa kadang gua suka ganyaman disekolah, entah karna lingkungannya, atau bahkan orang2nya.",1
#BesokSenin aku males berangkat sekolah https://t.co/hHzhXYO3nS,-1
#BesokSenin  gada yang mau nebengi sekolah ni,-1
"Kangen upacara sekolah 
Dihukum kalo gak pake atribut lengkap
#BesokSenin",-1
#BesokSenin semangat buat yang sekolah besokkk,1
"Sekolah males.
Ga sekolah Goblok.

#BesokSenin",-1
Sekolah biar semangat itu cari pasangan yang sekelas! Dijamin pengen cepet ganti hari dari minggu ke senin wkwkwk #BesokSenin,1
"#BesokSenin 
SEMANGAT
Cuman tinggal 2 bulan lagi kita sekolah https://t.co/BJjCTKGZvg",1
"#BesokSenin Anak Sekolah jangan lupa dasi topinya, kaos kaki, ikat pinggang, kancing baju, celana botol, kuku panjang, rambut.. #besokrajia ,ontime.",1
#BesokSenin beda cerita kalo ada gebetan di sekolah mahh.,1
"#BesokSenin yang sekolah, kerja dan yg usaha semangat. gw mah rebahan aja",-1
"#BesokSenin

Semangat dah yang besok kerja, kuliah, sekolah atau nganggur

Ada salam dari keropi https://t.co/YUYwSOXZ1k",1
Eh #BesokSenin jadi pengen sekolah lagi https://t.co/e5t6kjBBWQ,1
"Jan lupa tidor, besok sekolah 
Besok bangun pagi
Kangen di ingetin kek gituu 😭
#sadboi #BesokSenin https://t.co/VfhcHqVBv6",1
"Yang kerja semangat kerjanya
Yang masih sekolah,tetap fokus pada pelajarannya 
#BesokSenin https://t.co/1eUYWQcdwg",1
#BesokSenin hal gila apa yang pernah kalian  lakukan biar ga masuk sekolah pas hari Senin 🤔😎,-1
#BesokSenin jangan lupa sekolah dan siap-siap dapet tugas Matematika_-,1
"Hahaha #BesokSenin mampus kembali sekolah, banyak drama. 
Hahaha jingan",1
"Herann !!
Sekolah tiap hari yang di harapin JamKos
Tiap minggu yang diharapin, hari sabtu minggu
Tiap 3bulan yg di harapin KTS
Tiap 1 semester yang diharapin, liburanya

Aku kenapa sih?
Giliran dikasih libur, kangen temen-temen😭😭😭
#BesokSenin",1
"Sesok dino Senen
Podo karo Dino liyane
Gak Ono bedane

Sing sekolah Yo sing rajin sekolah e
Sing kuliah ojo titip absen
Sing kerjo Yo kudu semangat kerjo e
Sing rebahan selamat rebahan kumpulkan terus mimpi""mu (sing tak rasakne saiki 😥)

#BesokSenin 
@nkmthi_ @nksthi @KIPonorogo https://t.co/9SHe6y3ERx",1
"#BesokSenin ya? Gimana, udah pada cukup #MingguRebahan nya? Udah pada masuk kuliah dan sekolah belum? Kalau udah, silahkan baca tulisan dari Mas Reza D. Zea yang satu ini ya. 
https://t.co/bHEg5aQkf6",1
"#BesokSenin
untuk yang kerja semangat kerja.
untuk yang sekolah semangat sekolah.
untuk yang kuliah semangat kuliah.
untuk yang libur semangat rebahan.
wes, ndak usah dipikir dowo 🍻",1
Yang besok sekolah semangat gais #BesokSenin https://t.co/pxBHUPnRxz,1
"Mau ngingetin besok senin woe gua males sekolah udh ada tgs presentasi lagi
#BesokSenin",1
"Weh lu orang besok kudu berangkat pagi semua ya....

Lu kira maren² dateng ke sekolah abis beduk maghrib

#BesokSenin",-1
"Ketika dimalam hari esok udah senin, pengennya tiduran lebih lama biar gk sekolah soal nya gk ada yg bikin semangat :(#BesokSenin",-1
"#BesokSenin , dilema, antara males sekolah sama semangat ketemu kamu.",-1
"#BesokSenin
SEMANGAT mutual ku yang besok :
Sekolah
Kuliah
Kerja 
Nyari Kerja 
#SemangatYaKamu",1
"#BesokSenin nih aku ingetin besok yang sekolah itu upacara bawa perkapnya,bukunya awas ga lengkap apalagi ga kebawa.Udah jomblo,jelek lupaan lagi.",-1
"Buguru fisika: jangan lupa besok saat pelajaran saya semua harus belajar dulu, minimal bacalah 10menitan, saya gak mau ada yang baru buka bukunya di sekolah.
#BesokSenin",1
"Pyash ! 
Maap neh, sumpah bukan upacara bendera yg bkin gw ga suka sekolah hari senin, bukan apa-apa, gw ga kuat ama amanat pembina upb suka multitema, kadang ampe ke nagih utang.
Sebener nya jiwa nasionalisme, patriotisme, dan isme isme lain d gw tu ada, tapi ya itu #BesokSenin",1
Buat kalian yg masih sekolah jangan lupa bawa topi nya ya gk bawa gue sunat lo #BesokSenin,1
Yang besok sekolah kerja semangat ya #besoksenin https://t.co/WfpgE9PuAH,1
Padahal #BesokSenin kalau sekolah kan bisa ketemu sama gebetan kamu. Masa gak seneng sih? semangat dong!,-1
"#BesokSenin  ya?

 Mau ingetin doang, kok! 

Ayo yang sekolah, kerja, kuliah,  nyuci baju hari ini. Kalo yang nganggur mah bebas cuma bisa rebahan wkwk. Yang sabar ya kalian. Hihi🤣",1
"#BesokSenin 
Jangan manyun aja nduk...
Semangat ya besok sekolah

#MingguRebahan https://t.co/0i50F4jiKI",-1
"#BesokSenin kerja yaaa, belajar yaa, sekolah yaaa. Jangan tambah tambah pake surat dokter lagi. https://t.co/Qw975NbSKR",1
"Esok dah hari senin je, masuk sekolah lagi, tak pe lah yang penting fitness dulu #BesokSenin https://t.co/QO37qQnHYh",-1
#BesokSenin males bgt buat sekolah,-1
"#BesokSenin bakalan sekolah, ditambah lagi uh biologi, nanti malem nggak ada agenda mau belajar alhasil just tawakal",-1
"Bingung mau nglanjutin sekolah dimana 🤔 
Yang pasti sih sama kamu masih lanjut asek asekkkk 😂
#BesokSenin #SemangatYaKamu #AlasanAkuBertahan #PacarIdaman #TolakSementaraTurisCina",1
@dead_bachelors #BesokSenin mager sekolah ~,-1
"#BesokSenin semangat Sekolah nya ya sayang, oke ☺ https://t.co/7iuDoXn0Zp",1
Jangan lupa ya #BesokSenin besok sekolah🙆 https://t.co/4PeR7kNBUK,1
"Gak kerasa besok gue sekolah lagi :;"" yeleh:( #BesokSenin https://t.co/H0ItjfEl7Q",1
Sekolah 6hari full libur cuman 1 hari whyyyyyy dari minggu ke Senin udah kayak dari Indomaret ke Alfamart 🤣 #BesokSenin,1
"#BesokSenin cepet istirahat, besok sekolah lagi;) https://t.co/BXyCvb9vIA",1
"Sugeng Dalu semua!
.
Gara gara anak sekolah, anak kuliahan juga ikut tidur cepat kalau Senin.
#BesokSenin",1
"Ngambil Bakpia guru yg trgantung di motor, gak taunya hadiah untuk kepala sekolah. karna sekelas gak ada yg mengaku, sampai ditelusuri siapa pencuri selamanya 1 bln 😂#bakatanakstm

#ceritahorror 
#mingguambyar 
#BesokSenin 
#NetflixTidakAman 
#malamminggu 
#mahasiswi https://t.co/BNGcRhQdBV",-1
Ada apa siih dengan besok?Sekolah?kuliah?apa kerja?apa rebahan...#BesokSenin,-1
"#BesokSenin yg sekolah/kerja/pengangguran semangat yak, tetep haha hihi meski beban hidup berat sekali .",1
#BesokSenin paling males udah berangkat sekolah eh si ayah lupa dompet lagi 😞😞,-1
"Sekolah ga besok?kalo ga mu maen cacing nih
#BesokSenin",-1
"Edisi #rindu masa2 PLP KKN
Sekolah yang penuh dengan kenangan, bersejarah bgt 😌

Lucu aja gt mereka seakan menjadi saksi perjalanan both of us 👫
#BesokSenin https://t.co/b277HNqG5q",1
#BesokSenin mager sekolah https://t.co/natC6I1Mru,-1
"pas gua jomblo
bapak : cari cowo sana, kasian amat malming gada yg apelin.

pas udah ada pacar
bapak : masih kecil udah pacar2an sekolah dulu yg bener, trs wisuda, cri duit, bru mikirin jodoh.

astagfirullah pak maunya apa si?

#BesokSenin
#SeriusNanya",-1
"Ga masalah #BesokSenin asal ketemu si doi.
Yg bikin males tuh kalo udh semangat ke sekolah, eh gataunya si doi ga masuk.",-1
Olah fisik sebelum kejar kejaran sama satpam sekolah yang pengen tutup gerbang.terus belajar sama  guru yang moodyan.tagih menagih uang.and siang hari pelajaran olahraga:) #BesokSenin https://t.co/5GWUCQq4IJ,-1
"sesuk i senen, seng sekolah upacara, seng kerjo yo upacara. lah nek koyok aku i nganggur layo melok upacara ng ndi? njaluk saran serius lur.

#BesokSenin",1
"Aduh cepet kali rasanya seminggu ini😂😂 yg sekolah kerjakan PR nya, yg kuliah belajar baek² biar cpt kerja, yg kerja bagus² kerja nya biar naik jabatan &amp; gaji😂🙏🙏#BesokSenin",1
"@Bulanmenangis11 Males karena sekolah pulang sore, sangat melelahkan. Ditambah bimbel #BesokSenin",-1
"Walaupun kata kamu #AnakSultanMahBebas #BesokSenin Kamu harus tetap #ciuman Sama mama, ayah, suami/istri kamu untuk pamitan berangkat sekolah, kuliah atau kerja oke. Jadilah orang yg selalu ingat keluarga karna keluarga lah yg mendukung dan mendoakanmu senang/susah. kiss 😘💋 https://t.co/A38mIUqpFY",1
"Yaudah mau gimana lagi emang gini liburan sekolah gini gini doang
#BesokSenin",1
"#BesokSenin sekolah lagi ktemu temen lgi 😶 
Eh foto nya selasa😁 https://t.co/TnpvaxnliJ",1
"#BesokSenin buat yang sekolah siapin dasi sama topinya, kalo besok pagi suka ilang ngedadak.",-1
"Uas di hari sabtu minggu..  Besok senen w ngajar smpe jumat.. Sabtu minggu uas lagi..  W berasa sekolah setiap hari..  -_-
#BesokSenin",1
"Jika tujuan sekolah mencerdaskan,  kenapa mereka hanya menerima murid yang pandai?
#BesokSenin #MenikmatiHidup",1
DPRD Sekolah Swasta Gratis. Mungkinkah ? https://t.co/1dfp0EzFQv lewat @MediajatengN #JatengBebasSPP #BesokSenin #MenikmatiHidup #golkar #DewanPengawasKPK #sekolah #spp #semarang #dprd #DAY6 #SAPAMANTAN #kamisambyar #kamismalam #kamismanis #kamis,1
Ga jadi sekolah di tahan satpol pp #BesokSenin https://t.co/9o3vht8xCI,-1
"Iya aku tau besok senin tapi aktifitas kerja ku libur dihari senin,dikala kalian harus bekerja dan sekolah aku yang tinggal rebahan #BesokSenin https://t.co/XoC0zePxEk",1
"#BesokSenin males sekolah, pgn resign dr jd murid aja bawaannya.",-1
"Susah tidur, besok sekolah lagi.
#BesokSenin",-1
"Kek nya perlu sekolah lagi deh buat cewe-cewe yang terus-terusan dibodohi ama cowo biar pinteran dikit gt maksudnya:(

Terussss gantian kita deh yang bodohin cowo-cowo:v

Pas kan ya #BesokSenin",-1
"#BesokSenin
Jadi inget dulu jaman sekolah, tiap minggu malam mama selalu ingatin :
1.baju dah digosok dek? 
2.tali sepatu dimana? 
3.dasi topi dah disiapkan?
4.buku buku dah dirapiin?
5.buruan tidur besok senin upacara.
.
.
.
.
#JadiKangenMama
#MissYouMom😘",1
"Ingat #BesokSenin, gaes

Buat temen-temen pelajar, semangat terus dan jaga kesehatan. Biar besok, bisa fokus belajar di sekolah.

Buat temen-temen peserta TM 3 DIY, dijaga semangatnya. Biar siap menghadapi kejutan selanjutnya di hari esok.

✊✊🔥🔥",1
"Besok sekolah? Semangat!
#BesokSenin 
#Selebgram https://t.co/9fE48BAffJ",1
met bobok 😴 #BesokSenin besok sekolah 🏫 So fun! 👩🏻‍🎓 https://t.co/f0L9pmKCvj,1
"Yang sekolah, yang kerja hayuk pada tidur dah malem #BesokSenin kaum rebahan bodo amat mau tidur apa nggak besok juga kerjaanya tidur.",-1
"di sekolah tinggal 63 hari lagii harus nikmati setiap detik di sekolah bukan untk belajar sih !! tapi untk ketemu kawan"" 😂🤭
#BesokSenin",1
"Mau sekolah tapi gamau upacara... 
Itu kan alesan kalian benci dan mager di hari senin? 

#BesokSenin",-1
"Disaat hari libur gampang banget buat bangun pagi.
Giliran masuk sekolah maless bangetttt buat bangkit.

#Rebahan #HariRebahanNasional #BesokSenin #sekolah #seninambyar #ambyar #2020kalem #kaumrebahan #santuy #MingguRebahan #MingguSantuy #January2020",1
"Yang sekolah, sekolah.
Yang kerja, kerja.
Yang sendiri, sukurin.
#BesokSenin",1
"Malam senin, keinget jaman masih Sekolah, sibuk siap² stel Alarm Biar bangun Gak kesiangan dan berfikir ""kalau hari senin dihapus Enak kali yak"" 
#BesokSenin",1
#BesokSenin yang masih sekolah jangan lupa minta uang jajan 😉 https://t.co/suaYZiszGx,1
"Udah Yo tidur Yo tiduurr besok sekolah!
.
.
#BesokSenin 
#School2020 https://t.co/acZuKrYmL0",1
"Alasan sekolah biar bisa liat kamu:)

#BesokSenin",1
"Opo yo mung aku, sek males sekolah? #BesokSenin",-1
Jangan lupa #BesokSenin sekolah :( https://t.co/sIQOjzWqWx,1
""" Dek, #BesokSenin . Ayo diberesin dulu buku² sama perlengkapan buat besok sekolah biar nggak ribet nanti paginya "".
Ya Tuhan, saya rindu sekali moment itu.",1
"Ada ranting,ada kayu
Aku nothing,without you 

.
.
.
.

#BesokSenin  jangan lupa sekolah https://t.co/eJ6qbMt0EE",-1
"#BesokSenin kembali kerutinitas seperti biasa.. Siapin anak"" sekolah, bikin sarapan.. Anak"" udah berangkat sekolah, baru deh jailin bapaknya.. Hahahah.. Upss.. https://t.co/DpX2yD6gMQ",1
"#BesokSenin
Piket Pagi !! Berangkat jam setengah 7 harus nyampe, kek mau sekolah hihihi 😅",1
"Gak mau lulus 
Tapi gak mau juga sekolah .
Pengen jadi Gery ajalah.

#school202 #kelas10 #besoksenin
#RECEHKANTWITTER",-1
"Jadi kangen sekolah.
Yang bilang mau ke toilet
Padahal malah ke mushola mau sholat dhuha😌

#selebgram 
#BesokSenin",1
Makan dulu lah karena besok harus pergi ke gerbang neraka sekolah #BesokSenin https://t.co/4nEwnZDczZ,-1
"You guys please prepare bcs #BesokSenin selamat kakak2 yang masih libur.. yang sekolah yuk semangat yuk, berdoa supaya bsk hujan dikit jg gpp dan bisa dtg telat dikit aja aq dh sneng :')",1
Besok upacara dong maless banget bangun pagi pagi sekolah jauh huhhh🥺🥺🥺  #BesokSenin https://t.co/QPgEywJ5Ys,-1
#BesokSenin sans aee lahh w sekolah siang bukan pagii wkwkk suka suka bangun jam berapaa,1
"#BesokSenin

Males bangun pagi terus mandi makan minum susu berangkat sekolah 😷 stay papan tulis .
Jancok",-1
"Gue heran deh sama temen2 hits kelas 12 SMA yang malmingan, weekend nongkrong bareng, pulang sekolah kelayapan...
Serasa hidup mereka itu bahagia banget kagak ada beban...
Itu tugas sekolahnya dikerjain kapan?
#BesokSenin",1
"Alhamdulilah tak terasa #BesokSenin
Buat yang kerja maupun sekolah, semoga d lancarkan dan dimudahkannya.
Eehh jangan lupa pula besok itu ada peristiwa penting juga loh.
Penaklukan konstantinopel oleh Muhammad alfatih #muhammedfatihsafitürk

#سلطان_فاتح_کے_نقش_قدم_پر",1
"Besok sekolah, besok Upacara Semangat Para Jomblo! #SetorFoto  #BesokSenin #Jogja #besokupacara https://t.co/JnvaS5TgSG",-1
"Termasuk golongan siswa yang males nyiapin peralatan sekolah pas malemnya,
Hingga sampai pada puncak konfliknya pas paginya

#BesokSenin",-1
"#BesokSenin 
Sumpah gw baru masuk sekolah selama setahun wkwk setelah sakit seminggu n terus sistem sekolah banyak berubah njirr 😶 serasa murid baru #kelas10",1
"BESOK SENIN?

gausah khawatir moms, kreasheep menu bekal yang praktis si kecil ke sekolah besok

#kreasheep #besoksenin",1
Jangan lupa sekolah ya adek adek di hari esok. Berangkatnya yang pagi #besoksenin,1
"Capek ya jadi gua, giliran mau masuk sekolah pasti sakit dahulu :(
Apakah ini yang dinamakan pikiran dan hati tidak sejalan sehingga menimbulkan bibit penyakit yang dinamakan penyakit rebahan 😶
#BesokSenin",-1
"Cuman mau ingetin, yang sekarang sekolah ""nulis tahun jangan 2019 sekarang udah 2020"".
#BesokSenin #sekolahpertamadi2020 #ujan2020 #DAY6",1
"Lo baru masuk sekolah, terus bendahara jahat nagih uang iuran. 
Kaum lelaki auto hilang... 
#kenangansekolah
#BesokSenin https://t.co/ANw9dK2FIA",-1
"Kalau libur pengen sekolah 
Kalau sekolah pengen libur
Dasar aku #sekolah #BesokSenin",1
"Morning, semangat utk hari ini yg pertama masuk sekolah kembali 😊
#BesokSenin #kembalikesekolah #backtoschool #semangatpagi",1
"Kebiasaan pas mau masuk sekolah, topi dan dasi ngedadak ilang.
Heran, apa mereka punya kaki gitu?

#BesokSenin",1
Tidak sabar masuk sekolah tanggal 6 mencium tangan guru yang bau terasi #BesokSenin,1
"liburnya bisa di tambah ga,sumpah gua bukan golongan orang yang mau masuk sekolah pas lagi libur. #BesokSenin",1
"Senin 
Sekolah lagi
Edan dong besok senin
Nahkan #BesokSenin
Idih hari menyebalkan lagi
Nah ngapain sih gua",-1
"yang mau sekolah  yang mau kerja yang mau rebahan silahkan, masa depan lo ada ditangan lo, yang penting jangan lupa sarapan biar sehat, panjang umur, biar ngerasain yang sekolah nikmatin ilmunya yang kerja nikmatin hasilnya yang rebahan doang ngerasain suramnya  #BesokSenin",1
TIDUR GOBLOG #BesokSenin SEKOLAH ANJENGGG....,-1
"Sumpah. Ga kangen temen apalagi sekolah huhuhu
#besoksekolah 
#besoksenin
#liburandikitlagi",-1
"#BesokSenin
Dulu pas masih sekolah, guasih dirumah udh ngerjain tugas b.indo yg buat cerita ttg liburan, jadi pas disuruh buat disekolah tinggal duduk santai.",1
"#BesokSenin 
Sekolah? Apa itu?
Aku gak tau dan gak mau tau
Gak kangen temen
Gak kangen sekolah
Gak kangen guru
Apalagi tugas yang akan menumpuk
Waktu rebahan aku kurang tolong",-1
Alhamdulillah udah maba gausah grasak grusuk buat pigi sekolah pagi pagi 🤪 #BesokSenin,1
"Buat kau yg malas buat sekolah satu kata ""GOBLOK"" di luar sana masih banyak yg mau sekolah kayak kau ngotak dong tapi benar pengen libur lagii cpt kali sekolah #BesokSenin #besoksekolah",-1
"Edisi nahan ngiseng tekan esuk ben ora kebelet ng sekolah

#BesokSenin",1
"#BesokSenin cuman mau ngucapin semangat! Buat adek adek yang kembali sekolah, buat mba dan mas yang kerja cari duit bayar cicilan, dan kamu yang berjuang tapi masih dianggap teman.",1
"Pusing malem-malem nyari seragam sekolah.
👸EmakGua
👦Gua
.
👦: Mak ada liat seragam sekolah?
👸 : Seragam sekolah siapa? (Bingungun)
👦 : Seragam sekolah gua mak
👸 : Bego Lu udah lulus Bambang (kesal)
👦 : oh iyaya 
#BesokSenin",-1
Sekolah diawal tahun mager nya minta ampun.#BesokSenin,-1
"sehari bukain profilnya beberapa kali
ngecekin ada ngak sih update terbaru setidaknya, satu slide snap wkwkw
gtu ya kalau kgn?
ya udah lah kan yang penting #BesokSenin 
jan lupa sekolah
cinta terosss",1
"Azab anak kecil keluyuran malam2 padahal besok sekolah 🤣🤣🤣 

#BesokSenin #AkuMauSusu #WWIIl #awreceh https://t.co/4j6GkT7y7R",-1
"The War Of Knowledge Semester 2

#furry #furryart #fursona #school #sekolah #furryindonesia #besoksekolah #BesokSenin #tahunajaranbaru2020 https://t.co/0Pl8EStpE9",-1
"Sungguh aneh tapi nyata
Takkan terlupa
Kisah kasih di sekolah
Dengan si dia

Dianya siapa? 

#BesokSenin",-1
"Trending indo keempat agak ganggu wkwkwkwk :"")

Tapi emg udh waktunya kembali kepada realita

#BesokSenin sekolah hey! https://t.co/AjoBMzzs82",-1
"Jangan lupa tidur, #BesokSenin waktunya upacara, sekolah, dan yang pasti berharap lagi.",1
"#BesokSenin yang lain udah pada masuk sekolah,gue nambah libur wkwk,gitu sih sangking enaknya rebahan,mending yang nambah liburnya masih diperjalanan pulang habis liburan,lah gue nambah libur cuma karna rebahan #RebahanAdalahLiburanku",1
"gw g kangen sekolah/temen2. jd liburnya tolong ditambah
#BesokSenin",1
"#BesokSenin masuk sekolah, yah ketemu muka2 munafik lagi😴",1
"#BesokSenin bodoamat, yg penting brangkat sekolah dikasih uang jajan https://t.co/5WSdzBKnpc",-1
"Teringat ketika waktu masih sekolah, jam segini saja sudah di suruh tidur. Dan saat terbangun kebingungan mencari:

- ikat pinggang
- buku tulis
- sepatu
- tas 
- topi 
- dasi

Apalagi? 

#BesokSenin",-1
"#BesokSenin
 Pengen pura pura pingsan pas    upacara tapi pas diangkat takut ketawa.. auto dihajar PMR sekolah",-1
senja dirimu tersipu malu saat ku berikan pantun bacot kehed besok sekolah ah mls.                                            #BesokSenin,-1
"Dulu,
Malam kykgini baju sekolah udah rapih harum di gantung, sm dasi, topi, sabuk, kaoskaki, sepatu udah disemir 😅, tas udah bersih dicuci serasa mlm2 itu juga mau brngkt sekolah 😂, maklum abis libur panjang jadi antusias bgt untuk sekolah besok. #BesokSenin 
 #besoksekolah",1
"#BesokSenin
Punya doi di sekolah

""Asik besok bisa ketemu doi lagi""

Berurusan sama Tugas,guru killer,BK

""Bolos tidak bolos tidak bolos tidak, bolos aja deh hari pertama pasti gak efektif""

Wkwkwk jadi kangen sekul",-1
"Yang merasa jomblo mending tidur besok kan sekolah harus bangun pagi oke? Semangat Jomblo🤗
Selamat malam:)
#BesokSenin 
#sekolah",1
"Didepan udah ada teh jdi #AkuMauSusu  Aja .
Semangat yang besok udah masuk sekolah 😂 #BesokSenin https://t.co/vb2pD9CMvA",1
"Males sekolah, pengen rebahan aja:( #BesokSenin",-1
Sumpah belum ikhlas ni hati gw besok masuk sekolah 🤬🤬🤬🤬🤬 #BesokSenin,-1
#BesokSenin kalo masuk sekolah pake make up kaya gini auto masuk Ruang Guru Bk 😂 https://t.co/4wF36Wd2ZG,1
"#BesokSenin sad ojol

""Yes anyep gue berhenti besok, bodo amat yang sekolah,yang kuliah, yang kerja pada ngeluh, yang penting besok gue tupo, BY BY anyep masal""",-1
"Teruntuk kalian yang besok masuk sekolah, selo ayee palingan nih guru-guru juga males kasih pelajaran dihari pertama. Gue saranin kgk usah bawa buku, berat”in ae...
#besoksenin
#besoksekolah",-1
"#BesokSenin
Hari pertama masuk sekolah pasti yang ditanya ""Ceritakan liburan kalian""
Kenapa ga diganti ""Cukup ga rebahanya""",1
#BesokSenin males w sekolah   masi mau liburan males w kerjain banyak pr males w les males ketemu guru ngeselin males w ulangan   males w ke rutinitas yang sangat bosen itu https://t.co/2WTao6MzTE,-1
"#BesokSenin hari pertama masuk sekolah di semester 2, dan besok adalah upacara pertama di semester 2, 
Dan besok adalah hari ke sejuta kali nya aku ketemu doi mantan di sekolahan :)
Hisss pengen emosi rasanya langsung pengen bakar menyan sama makan kembang aja deh :(
#ngegs",1
"Liburan udh selesai, besok sekolah lagi, semangat yaw 😎💪#BesokSenin https://t.co/eZEo99aSc4",1
senengnya #BesokSenin udah mulai sekolah https://t.co/VoELOozzbQ,1
"Setelah liburan #BesokSenin 
1. Nyari kaos kaki putih
2. Bolpen ga tau pada kemana
3. Dasi di dlm tas, ga pernah di keluarin
4. Lupa nyuci sepatu
5. Besok upacara ga ya?? 
6. Sekolah kebanjiran ga ya??",1
"Hay mutualku yang masih sekolah, #BesokSenin udh siap masuk sekolah?",1
"Story isi nya besok sekolah besok senin emang knp si klo sekolah di hari senin ribet banget hidup itu harus santuy, chill aja 
#bacotansantuy 
#BesokSenin https://t.co/R1LVllsEZM",1
"Pas sekolah pengen ndang prei, Pas prei ra pengen sekolah. :) #BesokSenin",1
"Asw liburan abis Twitter rame bat Ama ww3..semoga aja bisa nikmatin dlu masa sekolah sebelum perang😁
#BesokSenin 
#besoksekolah 
#besokupacara
#liburanhabis",1
"Back to reality❤️
Semangat buat yang liburan
Semangat buat yang ujian
Semangat buat yang kerja
Semangat buat yang sekolah
Semangat buat yang rebahan
Semangat buat yang jomblo
Semangat buat yang gak diberi kepastian
Semangat buat yang kaka ade an
:') heuheu
#BesokSenin",1
"Semangat ya, yang mulai sekolah besok 😊
#BesokSenin",1
"Tidur laah soalnya #BesokSenin Harus bangun pagi, mau ngeliatin orang orang pada masuk sekolah",1
"Apa Cuman gua yang masih berbaring tidur dengan pulas 
,sementara besok sudah mulai sekolah apalagi dikerjain sama kawan saat gua tidur 😢🤧 #BesokSenin https://t.co/WPWwPwRf9T",1
Semangat yang besok udah mulai sekolah #BesokSenin,1
#BesokSenin iyeeaahh masukk sekolah lagiiiiii. Tandanya libur tlah usaii 🙄🙄🙄 https://t.co/8wkguCR4Dq,1
"Besok masuk sekolah kan? Jgn lupa bajunya d siapin, topi, dasi d cari. Bsok bingung nyariin. Buku buku jngn lupa, sepatu, kaos kaki juga
.
.
.
Setidakny itu yg d ingetin emak pas mau masuk sekolah awal semester 5 tahun yg lalu xixixi
#BesokSenin
#bacotsantuy 
#besoksekolah",1
"Kalian pada protes besok masuk sekolah. Untung saya masuk sekolah selasa 
#BesokSenin#sekolah",1
"Terima jasa buat bangunin yang besok sekolah/kuliah,simpen aja nomer ny d bawah bby
#Senin
#BesokSenin",1
"Sumpah gw ga ada kangen nya sama sekolah sama temen

Plis tambah dong liburnya 😭 #BesokSenin",1
Siapa besok mager sekolah nih #BesokSenin https://t.co/z8VwMotfzI,-1
"Berangkat,liat liat depan gerbang sekolah sepi ya pulang aja mungkin minta di perpanjangggggg libbbuurrrrrrrrr....#BesokSenin https://t.co/O1ktGF2CKE",-1
"Bagi anak sekolah #BesokSenin adalah hari paling mager untuk sekolah, sedangkan untuk kita yg pengangguran semua hari sama saja",-1
"#BesokSenin 
Inget jaman sekolah hari senen jam pertama matpel bhs enggres di suruh bikin tugas sama guru.
Trs w mikir "" ngapain di kerjain kan w orang jawa "" .  Tapi kenapa waktu ujian nilaiku diatas rata""???

Diatas rata"" orang gila",-1
"Kepala udah sakit,mood ga enakan,badan udah mau demam.
Benar ternyata badan ini tak rela jika #BesokSenin waktu nya sekolah,ayola diriku bangkit dari rebahan dan rasa malas ini.",-1
"#BesokSenin
Naik motor ke sekolah beli bensin dulu.
Di pom bensin

""Mas,bensin seliter berapa?""
""Rp.10.000""
""Kalo setetes berapa bang?""
""Hah?,,,setetes mah mah gratis""
""Oh yaudah,ditetesin sampe penuh ya""

Dududududud🤔🤔😅🤣🤣🤣
#mingguambyar",1
Adek adek yg masih sekolah siapin cerita liburan jangan lupa :))) #BesokSenin,1
"Tidur cepet cepet, besok harus bangun pagi. Masuk sekolah lalu datang gurunya 
Lalu beliau bilang : 
“ Tolong Ceritakan Liburan kalian selama tahun baru ya anak anak” 

Buat kalian yang gak liburan “Ceritakan saja REBAHAN lebih enak gak bikin macet” heuheuehu

#BesokSenin",1
Ekpresi lo ketika lo tau kalo #BesokSenin dan waktunya masuk sekolah lagi sedangkan uang jajan lo udah lo habisin buat liburan akhir taun kmaren 😂😂 https://t.co/kKYLan2YeL,1
#BesokSenin hari pertama masuk sekolah masih kurang lama nih liburannya,1
"senin di sekolah mengingatkanku tentang kemalasan untuk ikut upacara bendera. Apa nanti aku bakal jadi politisi ya?
#BesokSenin",-1
"Dulu pas malem2 gini udah nyiapin peralatan2 sekolah yg mau dibawa buat besok, dari baju celana, dasi topi, sepatu dan bahkan peralatan yang lain nya, ada yg baru dibeli tpi ada jga yg lama, sehappy itu kalo besok mau ketemu sama temen2 disekolahan #BesokSenin #BacktoSchool",1
"#BesokSenin pengen pake seragam sekolah lagi, menikmati dirimu yang masih jadi milikku utuh yang kini sudah tak lagi bisa kusentuh.",1
"#BesokSenin
Semangat mulai lagi beraktifitas ke sekolah",1
"Semoga besok yg sekolah nulis tahun 2020 ya, yakin pasti masi ada yg nulis 2019 #BesokSenin",1
